Partner_Name,Model_Name,Model_ID,Tier,Frequency,Period,Year,KPI,Value,Threshold,Anomaly_Flag,Uploaded_On,Model_Info,Report_Summary
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q1,2022,AUC,0.711,0.7,False,2022-02-10,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time AUC of 0.711 vs threshold 0.7
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q2,2023,Gini,0.597,0.6,True,2023-04-26,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring Gini of 0.597 vs threshold 0.6
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2021,CSI,0.858,0.88,False,2021-10-08,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services CSI of 0.858 vs threshold 0.88
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q4,2023,CSI,0.916,0.88,True,2023-12-05,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking CSI of 0.916 vs threshold 0.88
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q2,2022,PSI,0.21,0.25,False,2022-04-15,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PSI of 0.210 vs threshold 0.25
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2023,PDO,0.715,0.7,False,2023-10-08,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PDO of 0.715 vs threshold 0.7
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q2,2021,KS,0.548,0.5,False,2021-06-11,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards KS of 0.548 vs threshold 0.5
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2023,Gini,0.618,0.6,False,2023-12-09,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services Gini of 0.618 vs threshold 0.6
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q4,2021,PDO,0.676,0.7,True,2021-12-05,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PDO of 0.676 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q3,2022,AUC,0.667,0.7,True,2022-09-22,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time AUC of 0.667 vs threshold 0.7
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q3,2023,PSI,0.251,0.25,True,2023-09-11,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PSI of 0.251 vs threshold 0.25
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q2,2022,CSI,0.882,0.88,True,2022-05-27,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking CSI of 0.882 vs threshold 0.88
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q1,2022,PDO,0.722,0.7,False,2022-03-10,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking PDO of 0.722 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q4,2023,Gini,0.599,0.6,True,2023-11-06,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking Gini of 0.599 vs threshold 0.6
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q3,2021,AUC,0.696,0.7,True,2021-07-09,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking AUC of 0.696 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q2,2022,Gini,0.569,0.6,True,2022-04-30,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking Gini of 0.569 vs threshold 0.6
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q2,2021,PSI,0.226,0.25,False,2021-06-07,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PSI of 0.226 vs threshold 0.25
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q1,2022,Gini,0.601,0.6,False,2022-02-23,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking Gini of 0.601 vs threshold 0.6
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q1,2022,KS,0.468,0.5,True,2022-03-20,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring KS of 0.468 vs threshold 0.5
FinCorp,Retention_C,106,Tier 3,Quarterly,Q1,2022,Gini,0.57,0.6,True,2022-03-01,estimates customer retention likelihood,Retention_C estimates customer retention likelihood Gini of 0.570 vs threshold 0.6
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q1,2021,AUC,0.739,0.7,False,2021-02-01,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services AUC of 0.739 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q3,2022,AUC,0.736,0.7,False,2022-08-01,estimates customer retention likelihood,Retention_C estimates customer retention likelihood AUC of 0.736 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q2,2021,AUC,0.679,0.7,True,2021-04-27,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time AUC of 0.679 vs threshold 0.7
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q1,2023,PSI,0.264,0.25,True,2023-03-29,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PSI of 0.264 vs threshold 0.25
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q3,2022,Gini,0.586,0.6,True,2022-07-06,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time Gini of 0.586 vs threshold 0.6
FinCorp,Retention_C,106,Tier 3,Quarterly,Q4,2021,PSI,0.233,0.25,False,2021-10-27,estimates customer retention likelihood,Retention_C estimates customer retention likelihood PSI of 0.233 vs threshold 0.25
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q4,2022,KS,0.467,0.5,True,2022-12-08,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring KS of 0.467 vs threshold 0.5
FinCorp,Retention_C,106,Tier 3,Quarterly,Q3,2021,PSI,0.286,0.25,True,2021-08-17,estimates customer retention likelihood,Retention_C estimates customer retention likelihood PSI of 0.286 vs threshold 0.25
FinCorp,Retention_C,106,Tier 3,Quarterly,Q3,2022,KS,0.507,0.5,False,2022-07-25,estimates customer retention likelihood,Retention_C estimates customer retention likelihood KS of 0.507 vs threshold 0.5
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q2,2023,CSI,0.841,0.88,False,2023-05-20,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring CSI of 0.841 vs threshold 0.88
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q4,2021,PSI,0.26,0.25,True,2021-12-23,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PSI of 0.260 vs threshold 0.25
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q2,2022,PSI,0.208,0.25,False,2022-05-16,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring PSI of 0.208 vs threshold 0.25
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q2,2022,AUC,0.749,0.7,False,2022-05-05,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time AUC of 0.749 vs threshold 0.7
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q3,2023,PDO,0.696,0.7,True,2023-09-21,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PDO of 0.696 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q4,2021,Gini,0.645,0.6,False,2021-12-02,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking Gini of 0.645 vs threshold 0.6
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q3,2023,AUC,0.674,0.7,True,2023-08-08,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring AUC of 0.674 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q2,2022,AUC,0.701,0.7,False,2022-05-05,estimates customer retention likelihood,Retention_C estimates customer retention likelihood AUC of 0.701 vs threshold 0.7
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q2,2023,PSI,0.29,0.25,True,2023-05-06,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PSI of 0.290 vs threshold 0.25
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q3,2022,PSI,0.217,0.25,False,2022-07-10,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PSI of 0.217 vs threshold 0.25
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q1,2022,PSI,0.214,0.25,False,2022-02-02,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring PSI of 0.214 vs threshold 0.25
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q1,2022,PSI,0.219,0.25,False,2022-02-06,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PSI of 0.219 vs threshold 0.25
FinCorp,Retention_C,106,Tier 3,Quarterly,Q1,2022,PDO,0.718,0.7,False,2022-01-09,estimates customer retention likelihood,Retention_C estimates customer retention likelihood PDO of 0.718 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q1,2021,PSI,0.205,0.25,False,2021-02-20,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PSI of 0.205 vs threshold 0.25
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q1,2023,AUC,0.665,0.7,True,2023-02-24,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking AUC of 0.665 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q2,2021,CSI,0.841,0.88,False,2021-04-18,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking CSI of 0.841 vs threshold 0.88
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q4,2021,CSI,0.895,0.88,True,2021-10-28,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking CSI of 0.895 vs threshold 0.88
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q2,2023,PDO,0.725,0.7,False,2023-04-09,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring PDO of 0.725 vs threshold 0.7
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q2,2021,PSI,0.289,0.25,True,2021-04-05,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PSI of 0.289 vs threshold 0.25
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q1,2023,CSI,0.884,0.88,True,2023-02-03,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring CSI of 0.884 vs threshold 0.88
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q4,2023,PSI,0.291,0.25,True,2023-12-24,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards PSI of 0.291 vs threshold 0.25
FinCorp,Retention_C,106,Tier 3,Quarterly,Q1,2022,Gini,0.65,0.6,False,2022-03-21,estimates customer retention likelihood,Retention_C estimates customer retention likelihood Gini of 0.650 vs threshold 0.6
FinCorp,Retention_C,106,Tier 3,Quarterly,Q2,2023,PDO,0.66,0.7,True,2023-04-03,estimates customer retention likelihood,Retention_C estimates customer retention likelihood PDO of 0.660 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q3,2021,Gini,0.636,0.6,False,2021-09-11,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time Gini of 0.636 vs threshold 0.6
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q2,2023,PSI,0.299,0.25,True,2023-06-22,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking PSI of 0.299 vs threshold 0.25
FinCorp,Retention_C,106,Tier 3,Quarterly,Q2,2022,CSI,0.889,0.88,True,2022-05-12,estimates customer retention likelihood,Retention_C estimates customer retention likelihood CSI of 0.889 vs threshold 0.88
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q2,2022,CSI,0.874,0.88,False,2022-05-12,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time CSI of 0.874 vs threshold 0.88
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q1,2021,AUC,0.679,0.7,True,2021-03-27,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring AUC of 0.679 vs threshold 0.7
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q4,2022,KS,0.523,0.5,False,2022-11-03,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking KS of 0.523 vs threshold 0.5
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q3,2022,CSI,0.89,0.88,True,2022-09-04,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking CSI of 0.890 vs threshold 0.88
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2021,PDO,0.687,0.7,True,2021-10-30,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PDO of 0.687 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q4,2021,Gini,0.62,0.6,False,2021-10-19,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time Gini of 0.620 vs threshold 0.6
FinTechZ,Churn_Pred_B,303,Tier 2,Quarterly,Q4,2021,PSI,0.209,0.25,False,2021-11-22,predicts churn probability for digital services,Churn_Pred_B predicts churn probability for digital services PSI of 0.209 vs threshold 0.25
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q3,2023,KS,0.513,0.5,False,2023-09-03,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking KS of 0.513 vs threshold 0.5
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q3,2021,KS,0.467,0.5,True,2021-09-28,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time KS of 0.467 vs threshold 0.5
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q2,2022,Gini,0.589,0.6,True,2022-06-18,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking Gini of 0.589 vs threshold 0.6
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q4,2023,PDO,0.709,0.7,False,2023-12-22,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PDO of 0.709 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q3,2022,AUC,0.665,0.7,True,2022-07-06,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time AUC of 0.665 vs threshold 0.7
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q4,2023,PDO,0.746,0.7,False,2023-10-10,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring PDO of 0.746 vs threshold 0.7
BankA,Risk_Model_X,201,Tier 1,Quarterly,Q2,2023,Gini,0.627,0.6,False,2023-06-22,scores probability of default for credit cards,Risk_Model_X scores probability of default for credit cards Gini of 0.627 vs threshold 0.6
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q3,2021,AUC,0.682,0.7,True,2021-08-14,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring AUC of 0.682 vs threshold 0.7
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q4,2021,Gini,0.592,0.6,True,2021-12-26,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring Gini of 0.592 vs threshold 0.6
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q4,2022,KS,0.477,0.5,True,2022-10-14,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking KS of 0.477 vs threshold 0.5
FinCorp,CrossSell_Z,105,Tier 1,Quarterly,Q3,2021,PDO,0.724,0.7,False,2021-08-14,targets multiple product conversion scoring,CrossSell_Z targets multiple product conversion scoring PDO of 0.724 vs threshold 0.7
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q2,2022,CSI,0.918,0.88,True,2022-06-26,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time CSI of 0.918 vs threshold 0.88
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q4,2023,PSI,0.249,0.25,False,2023-10-15,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PSI of 0.249 vs threshold 0.25
FinCorp,Retention_C,106,Tier 3,Quarterly,Q2,2022,CSI,0.872,0.88,False,2022-04-28,estimates customer retention likelihood,Retention_C estimates customer retention likelihood CSI of 0.872 vs threshold 0.88
FinCorp,Retention_C,106,Tier 3,Quarterly,Q1,2021,CSI,0.892,0.88,True,2021-02-21,estimates customer retention likelihood,Retention_C estimates customer retention likelihood CSI of 0.892 vs threshold 0.88
BankA,Fraud_Detection_A,202,Tier 2,Quarterly,Q3,2023,PDO,0.659,0.7,True,2023-09-15,detects fraudulent transactions in real-time,Fraud_Detection_A detects fraudulent transactions in real-time PDO of 0.659 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q1,2023,AUC,0.746,0.7,False,2023-03-03,estimates customer retention likelihood,Retention_C estimates customer retention likelihood AUC of 0.746 vs threshold 0.7
FinCorp,Retention_C,106,Tier 3,Quarterly,Q4,2022,CSI,0.876,0.88,False,2022-11-03,estimates customer retention likelihood,Retention_C estimates customer retention likelihood CSI of 0.876 vs threshold 0.88
FinTechZ,Propensity_Y,302,Tier 3,Quarterly,Q4,2023,PSI,0.208,0.25,False,2023-10-08,identifies upsell likelihood in digital banking,Propensity_Y identifies upsell likelihood in digital banking PSI of 0.208 vs threshold 0.25
